Page,Line,Word,Information,media,Bookmarks
"عمرو بن عمر: 
عمرو بن عُمَيْر بن عَدِيّ، وقيل: عمير بن عمرو، وقيل: عامر بن عمير، وقيل: عمارة بن عمير، وقيل: عمرو بن بلال، وقيل: عُمير بن سَعْد، وقيل: عمار بن عمير النُّمَيْري، الاَنصاري، وقيل: الازديّ.
اَخرجه ابن منده، واَبو نعيم، واَبو موسى، وقال ابن حجر العسقلاني: ""ولم يسمِّ البخاري اباه، ولا ابو حاتم، ولا ابن شاهين، ولا الطبراني، ولا مَنْ بعدهم؛ ولم اَجِدْه منسوبًا عند احدٍ منهم""، وذكره ابْنُ اَبِي حَاتِمٍ فيمن لا يعرف اسْمَ والده.
وهو والد ابو بكر بن عمير، وشهد حجة الوداع مع النبي صَلَّى الله عليه وسلم وذكره ابن اِسحاق فيمن بايع بالعقبة، وهو بَصْري، وقيل: يعد في اَهل الكوفة. 
(ينظر: تهذيب التهذيب، ج/3، صـ 295، وتقريب التهذيب، ج/1، صـ742، وايضا:
(https://sahaba.rasoolona.com/Sahaby/3891)",15,,,,
صفوان بن قبيضة العرني:,15,,,,
"عرينة: 
العربينات: واحدهم عريني بفتح العين او ضمها وهو الشائع عند العامة، وهم منتشرون في بلاد نجد في سدير والمحمل والقصيم والوشم. والشائع عند النّاس انهم من بني تميم من الرباب ودخلوا في قبيلة سُبيع بالحلف، وقال الشيخ حمد الجاسر في كتاب الاسر المتحضرة في نجد ما نصه: ""ولكن الذي اعرفه ان الذين دخلوا في قبيلة بني عامر وسُبيع من بني عامر، هم بنو عُرينة بن نذير بن قسر من بجيلة قبل ظهور الاسلام، وفي عهد عمر بن الخطاب - رضي الله عنه - طلب جرير بن عبد الله البجلي منه ان يجمع له بُجيلة ومنهم عرينة هؤلاء واراهم هم الذين لا يزالون يعدون من سُبيع"". 
(موسوعة القبائل العربية، محمد سليمان الطيب، ج/8، صـ705)",17,,,,
"ذي قار:
ذو قار: ماء لبكر بن وائل قريب من الكوفة بينها وبين واسط، وحنو ذي قار: على ليلة منه وفيه كانت الوقعة المشهورة بين بكر بن وائل والفرس… وقيل: كانت وقعة ذي قار عند منصرف النبي، صلّى الله عليه وسلّم، من وقعة بدر الكبرى، وكان أول يوم انتصف فيه العرب من العجم وبرسول الله، صلّى الله عليه وسلّم، انتصفوا، وهي من مفاخر بكر بن وائل. 
(معجم البلدان، ج/4، صـ293)",11,,234,,
"ارغم الانوف: 
ر غ م : الرغام بالفتح التراب ورغم أنفه رغما من باب قتل ورغم من باب تعب لغة كناية عن الذل كأنه لصق بالرغام هوانا، ويتعدى بالألف فيقال: أرغم الله أنفه، وفعلته على رغم أنفه بالفتح والضم أي على كره منه، وراغمته غاضبته، وهذا ترغيم له أي إذلال، وهذا من الأمثال التي جرت في كلامهم بأسماء الأعضاء ولا يريدون أعيانها بل وضعوها لمعان غير معاني الأسماء الظاهرة، ولا حظ لظاهر الأسماء من طريق الحقيقة. 
(المصباح المنير للفيومي)",15,,235,,
"متالف: 
التلف: العطب والهلاك، والمتلفة: مهواة مشرفة على التلف، وايضا المفازة والقفر والمهلكة ج متالف.",11,,236,,
"طيء: 
قال ابن دريد: قال الخليل : أصل بناء طيء من طاء وواو ، فقلبوا الواو ياء فصارت ياء ثقيلة، كان الأصل فيه طوى. وكان ابن الكلبي يقول: سمي طيءًا لأنه أول من طوى المناهل ويقال طويت الشيء أطويه طياً كذلك طويت البئر أطويها بالحجارة، وبه سميت الطوي، وقال ياقوت : سمي طيئاً لطيه المنازل وقيل سمي طيءاً لغير ذلك…
بنو طيء وهو جلهمة بن أدد، قال ابن الكلبي في نسب طيء :- جلهمة وهو طيء بن أدد، ولد جلهمة بن أدد : قطرة ، والغوث ، والحارث، أمهم : عدية بنت الأمري بن مهرة ، وهو مر بن حيدان بن عمرو بن الحاف بن قضاعة…
كانت قبيلة طيء تنزل جنوباً بأرض اليمن ، ثم انتقلت شمالاً إثر سيل العرم مروراً بالحجاز واستقرت بالجبلين "" أجأ وسلمى "" ثم تفرقت مع الفتوحات الإسلامية في جميع البلاد المفتوحة. 
(تاريخ طيء، عقيل بن ابراهيم القريطي، صـ1-50)",11,,237,,
"معقل بن حداج: 
ورد اسمه في كتب الخيول العربية كما جاء اسمه في المتن مع ابن زيد الخيل (لو يوجد معجم اسماء خيل العرب وفرسانها لمحمد جاسر ذكر فيه اسمه لكن ما وجدت نسخة للتحميل)",1,,238,,
"مخنف بن زيد: 
مكنف بن زيد الخيل الطّائي: تقدم نسبه في ترجمة ابيه(زيد الخيل: بن مهلهل بن زَيد بن منهب بن عبد رضا بن افصى بن المختلس بن ثَوْب ابن كنانة بن مالك بن نابل بن عمرو بن الغَوْث بن طيء الطائي)، قال ابن حبّان: كان اكبر ولد ابيه، وبه كان يكنى ابوه، واسلم وحسن اسلامه، وشهد قتال اهل الردّة مع خالد بن الوليد…
وقال البغويّ في ترجمة حريث بن زيد الخيل: يقال له ايضا الحارث، وكان اسلم هو واخوه مكنف، وصحبا النبيّ صلى اللَّه عليه واله وسلم، وشهدا قتال اهل الردّة مع خالد بن الوليد، ثم لم يفرد مكنفا بترجمة فاستدركه ابن فتحون، ذكره الطبري، والدّارقطنيّ، وذكر الواقديّ في كتاب ""الردّة"" انه كان ممن ثبت على الاسلام، وقاتل بني اسد لما ارتدّوا مع طليحة. 
(الاصابة في تمييز الصحابة، ابن حجر العسقلاني، ج/6، صـ164)",2,,,,
"زفر بن حذيفة الاسدي: 
زفر بن [يزيد:] بن] حذيفة الأسديّ، أسد خزيمة، كان من ساداتهم، وثبت على إسلامه حين ظهر طليحة بن خويلد، وردّ على طليحة في خطبة طويلة وشعر يقول فيه:
لهفي على أسد أضلّ سبيلهم * بعد النّبيّ طليحة الكذّاب. 
(الاصابة في تمييز الصحابة، ابن حجر العسقلاني، ج/2، صـ525)",8,,239,,
"قيصر: 
KAYŞAR.
1. In early Islam. - The usual name in Arabic for the Roman and Byzantine emperor. The word represents the Greek Καίσαρ and came to the Arabic through the intermediary of the Aramaic (see Fraenkel, Die aramäischen Fremdwörter im Arabischen, Leiden 1886, 278 f.). The borrowing must have taken place at quite an early period, as the word in Syriac later appears almost in the form Kesar (see Payne Smith, Thesaurus Syriacus, s.v.). The Arabs, centuries before Muhammad, had relations with Roman and to a greater extent with Byzantine emperors…
The word Kayşar is not found in the Kur'an, but it occurs quite frequently in the biography of Muhammad, in Hadith collections, in commentaries on the Kur'an and in general historical works. It is always used without the article, like a proper name, and cannot be followed directly by a genitive, from which too it is clear that the word was considered as a proper name. Heraclius, the famous Byzantine emperor of the time of Muhammad, Abū Bakr and 'Umar, is therefore called Hirakl or Kaysar 'azim (or malik) al-Rum. 
(A.Fischer, A.J. Wensinck, A.Schaade, EOI, Volume IV, 839)",9,,240,,
"كنانة: 
نسب القبيلة: من كنانة بن خزيمة بن مدركة بن الياس بن مُضَر بن نزار بن معد بن عدنان وقريش تفرعت من كنانة…وعن كنانة فقد تفرقت في البلاد ايام الفتوحات وما بعدها… وعن كنانة في ديارها بالحجاز فقد كانت معروفة باسمها حتى القرن التاسع الهجري ولها دويلة في تهامة وقاعدتها حلي ثم بمرور القرون تفرعت منها قبائل اخذت تسميات اخرى ودخلت منها فروع في قبائل الحجاز وعسير والمخلاف السليماني جهلت اصولها وانتمت الى قبائل قحطانية او عدنانية.
(موسوعة القبائل العربية، محمد سليمان الطيب، ج/10، صـ538)",12,,,,
